['yesmagazine.org'],0.9676752019528602
['thefloridasqueeze.com'],0.5327788721652814
['americanbridgepac.org'],0.6784325602372874
['intrepidreport.com'],0.5634782925241225
['c4ss.org'],0.5820875613925769
['amsterdamnews.com'],0.6777436284819425
['pfaw.org'],0.9904137302527801
['nationalmemo.com'],0.9013365319487335
['people.com'],0.9999998851890334
['mondoweiss.net'],0.9990534227691112
['climaterealityproject.org'],0.8629332606232144
['teenvogue.com'],0.999999992477342
['inthesetimes.com'],0.9999432101892126
['laweekly.com'],0.6661461000753296
['newint.org'],0.884524387485698
['deadstate.org'],0.9993949490963836
['cnn.com'],0.9457758977544893
['jezebel.com'],0.9988250270409704
['readsludge.com'],0.9989258461737549
['americanindependent.com'],0.99999999647207
['lavendermagazine.com'],0.5786966589953779
['foodandwaterwatch.org'],0.8062089139518482
['msnbc.com'],1.0
['dworkinreport.com'],0.9999598091410892
['newsone.com'],0.6672171912595006
['thinkprogress.org'],0.567536066950799
['palmerreport.com'],0.9999999999990905
['gq.com'],0.9999992296091716
['columbusfreepress.com'],0.5413225835419958
['resilience.org'],0.7747689814426558
['progressive.org'],0.9411761477927093
['codepink.org'],0.9916283145027459
['jacobinmag.com'],1.0
['lgbtqnation.com'],0.9999294210105555
['crooksandliars.com'],0.9999999998708518
['wsws.org'],0.9999999999085958
['elitedaily.com'],0.5221340932964041
['this.org'],0.5472012062182465
['treehugger.com'],0.9929491969027411
['commentarymagazine.com'],0.7001727974743325
['loneconservative.com'],0.5550076787391518
['cowgernation.com'],0.5436046511627909
['americarisingpac.org'],0.62551109326177
['pantsonfirenews.com'],0.5778670156203837
['tenthamendmentcenter.com'],0.6300373453895896
